content,topic,file_path,page_number,concreteness
"De très nombreux textes sont d’ores et déjà prêts. Les autres s’élaboreront au fil des concertations et d’un travail parlementaire libre pour lequel le pluralisme sera recherché, en dehors de tout esprit partisan, souvent réducteur et stérile.",justice,data/programme-rassemblement_national.pdf,2,0.6
"La première phase viendra répondre à l’urgence sociale et sécuritaire : ces mesures interviendront dès l’élection d’une part avec la désignation d’un gouvernement et d’autre part dans le cadre d’une session extraordinaire ; ces textes seront adoptés par le parlement ou mis en œuvre par voie règlementaire jusqu’à l’automne, date de la discussion budgétaire.",sécurité,data/programme-rassemblement_national.pdf,3,0.8
"La seconde phase comprendra le débat budgétaire proprement dit qui intégrera notamment toute l’articulation fiscale puis, dans la foulée de ce vote annuel, une construction législative permettant de mettre en œuvre les réformes de fond.",finance,data/programme-rassemblement_national.pdf,3,0.7
"Les mesures d’urgence concerneront les trois domaines que les électeurs ont jugés prioritaires. Ils se déploieront principalement par le biais de trois textes législatifs, textes d’urgence sur la qualité de vie (pouvoir d’achat et santé), la sécurité et l’immigration.",santé,data/programme-rassemblement_national.pdf,3,0.9
A ces travaux s’ajouteront le lancement des chantiers indispensables pour créer la base des réformes nécessaires à notre pays : un audit des comptes de la Nation pour connaître la réalité précise des finances publiques et d’autre part plusieurs consultations avec les corps intermédiaires.,finance,data/programme-rassemblement_national.pdf,3,0.8
"La phase de réforme commencera par le vote d’un premier budget : si évidemment, les priorités de ce budget prendront en compte les résultats de l’audit des comptes de la Nation, il contiendra de nombreuses mesures fiscales ou financières qui s’inscrivent dans le projet présenté aux Français lors des élections présidentielles et européennes.",finance,data/programme-rassemblement_national.pdf,3,0.9
"Le gouvernement, en étroite liaison avec la majorité parlementaire, s’attaquera aux grande réformes nécessaires au redressement de notre pays.",économie,data/programme-rassemblement_national.pdf,3,0.7
"De très nombreux textes sont d’ores et déjà prêts. Les autres s’élaboreront au fil des concertations et d’un travail parlementaire libre pour lequel le pluralisme sera recherché, en dehors de tout esprit partisan, souvent réducteur et stérile.",justice,data/programme-rassemblement_national.pdf,3,0.6
"La première phase viendra répondre à l’urgence sociale et sécuritaire : ces mesures interviendront dès l’élection d’une part avec la désignation d’un gouvernement et d’autre part dans le cadre d’une session extraordinaire ; ces textes seront adoptés par le parlement ou mis en œuvre par voie règlementaire jusqu’à l’automne, date de la discussion budgétaire.",sécurité,data/programme-rassemblement_national.pdf,4,0.8
"La seconde phase comprendra le débat budgétaire proprement dit qui intégrera notamment toute l’articulation fiscale puis, dans la foulée de ce vote annuel, une construction législative permettant de mettre en œuvre les réformes de fond.",finance,data/programme-rassemblement_national.pdf,4,0.7
"Les mesures d’urgence concerneront les trois domaines que les électeurs ont jugés prioritaires. Ils se déploieront principalement par le biais de trois textes législatifs, textes d’urgence sur la qualité de vie (pouvoir d’achat et santé), la sécurité et l’immigration.",santé,data/programme-rassemblement_national.pdf,4,0.9
A ces travaux s’ajouteront le lancement des chantiers indispensables pour créer la base des réformes nécessaires à notre pays : un audit des comptes de la Nation pour connaître la réalité précise des finances publiques et d’autre part plusieurs consultations avec les corps intermédiaires.,finance,data/programme-rassemblement_national.pdf,4,0.8
"La phase de réforme commencera par le vote d’un premier budget : si évidemment, les priorités de ce budget prendront en compte les résultats de l’audit des comptes de la Nation, il contiendra de nombreuses mesures fiscales ou financières qui s’inscrivent dans le projet présenté aux Français lors des élections présidentielles et européennes.",finance,data/programme-rassemblement_national.pdf,4,0.9
"Le gouvernement, en étroite liaison avec la majorité parlementaire, s’attaquera aux grande réformes nécessaires au redressement de notre pays.",économie,data/programme-rassemblement_national.pdf,4,0.7
"De très nombreux textes sont d’ores et déjà prêts. Les autres s’élaboreront au fil des concertations et d’un travail parlementaire libre pour lequel le pluralisme sera recherché, en dehors de tout esprit partisan, souvent réducteur et stérile.",justice,data/programme-rassemblement_national.pdf,4,0.6
"La première phase viendra répondre à l’urgence sociale et sécuritaire : ces mesures interviendront dès l’élection d’une part avec la désignation d’un gouvernement et d’autre part dans le cadre d’une session extraordinaire ; ces textes seront adoptés par le parlement ou mis en œuvre par voie règlementaire jusqu’à l’automne, date de la discussion budgétaire.",sécurité,data/programme-rassemblement_national.pdf,5,0.8
"La seconde phase comprendra le débat budgétaire proprement dit qui intégrera notamment toute l’articulation fiscale puis, dans la foulée de ce vote annuel, une construction législative permettant de mettre en œuvre les réformes de fond.",finance,data/programme-rassemblement_national.pdf,5,0.7
"Les mesures d’urgence concerneront les trois domaines que les électeurs ont jugés prioritaires. Ils se déploieront principalement par le biais de trois textes législatifs, textes d’urgence sur la qualité de vie (pouvoir d’achat et santé), la sécurité et l’immigration.",santé,data/programme-rassemblement_national.pdf,5,0.9
A ces travaux s’ajouteront le lancement des chantiers indispensables pour créer la base des réformes nécessaires à notre pays : un audit des comptes de la Nation pour connaître la réalité précise des finances publiques et d’autre part plusieurs consultations avec les corps intermédiaires.,finance,data/programme-rassemblement_national.pdf,5,0.8
"La phase de réforme commencera par le vote d’un premier budget : si évidemment, les priorités de ce budget prendront en compte les résultats de l’audit des comptes de la Nation, il contiendra de nombreuses mesures fiscales ou financières qui s’inscrivent dans le projet présenté aux Français lors des élections présidentielles et européennes.",finance,data/programme-rassemblement_national.pdf,5,0.9
"Le gouvernement, en étroite liaison avec la majorité parlementaire, s’attaquera aux grande réformes nécessaires au redressement de notre pays.",économie,data/programme-rassemblement_national.pdf,5,0.7
"De très nombreux textes sont d’ores et déjà prêts. Les autres s’élaboreront au fil des concertations et d’un travail parlementaire libre pour lequel le pluralisme sera recherché, en dehors de tout esprit partisan, souvent réducteur et stérile.",justice,data/programme-rassemblement_national.pdf,5,0.6
"La première phase viendra répondre à l’urgence sociale et sécuritaire : ces mesures interviendront dès l’élection d’une part avec la désignation d’un gouvernement et d’autre part dans le cadre d’une session extraordinaire ; ces textes seront adoptés par le parlement ou mis en œuvre par voie règlementaire jusqu’à l’automne, date de la discussion budgétaire.",sécurité,data/programme-rassemblement_national.pdf,6,0.8
"La seconde phase comprendra le débat budgétaire proprement dit qui intégrera notamment toute l’articulation fiscale puis, dans la foulée de ce vote annuel, une construction législative permettant de mettre en œuvre les réformes de fond.",finance,data/programme-rassemblement_national.pdf,6,0.7
"Les mesures d’urgence concerneront les trois domaines que les électeurs ont jugés prioritaires. Ils se déploieront principalement par le biais de trois textes législatifs, textes d’urgence sur la qualité de vie (pouvoir d’achat et santé), la sécurité et l’immigration.",sécurité,data/programme-rassemblement_national.pdf,6,0.9
A ces travaux s’ajouteront le lancement des chantiers indispensables pour créer la base des réformes nécessaires à notre pays : un audit des comptes de la Nation pour connaître la réalité précise des finances publiques et d’autre part plusieurs consultations avec les corps intermédiaires.,finance,data/programme-rassemblement_national.pdf,6,0.8
"La phase de réforme commencera par le vote d’un premier budget : si évidemment, les priorités de ce budget prendront en compte les résultats de l’audit des comptes de la Nation, il contiendra de nombreuses mesures fiscales ou financières qui s’inscrivent dans le projet présenté aux Français lors des élections présidentielles et européennes.",finance,data/programme-rassemblement_national.pdf,6,0.9
"Le gouvernement, en étroite liaison avec la majorité parlementaire, s’attaquera aux grande réformes nécessaires au redressement de notre pays.",économie,data/programme-rassemblement_national.pdf,6,0.7
"De très nombreux textes sont d’ores et déjà prêts. Les autres s’élaboreront au fil des concertations et d’un travail parlementaire libre pour lequel le pluralisme sera recherché, en dehors de tout esprit partisan, souvent réducteur et stérile.",justice,data/programme-rassemblement_national.pdf,6,0.6
"La première phase viendra répondre à l’urgence sociale et sécuritaire : ces mesures interviendront dès l’élection d’une part avec la désignation d’un gouvernement et d’autre part dans le cadre d’une session extraordinaire ; ces textes seront adoptés par le parlement ou mis en œuvre par voie règlementaire jusqu’à l’automne, date de la discussion budgétaire.",sécurité,data/programme-rassemblement_national.pdf,7,1
"La seconde phase comprendra le débat budgétaire proprement dit qui intégrera notamment toute l’articulation fiscale puis, dans la foulée de ce vote annuel, une construction législative permettant de mettre en œuvre les réformes de fond.",finance,data/programme-rassemblement_national.pdf,7,1
"Les mesures d’urgence concerneront les trois domaines que les électeurs ont jugés prioritaires. Ils se déploieront principalement par le biais de trois textes législatifs, textes d’urgence sur la qualité de vie (pouvoir d’achat et santé), la sécurité et l’immigration.",sécurité,data/programme-rassemblement_national.pdf,7,1
"Les mesures d’urgence concerneront les trois domaines que les électeurs ont jugés prioritaires. Ils se déploieront principalement par le biais de trois textes législatifs, textes d’urgence sur la qualité de vie (pouvoir d’achat et santé), la sécurité et l’immigration.",santé,data/programme-rassemblement_national.pdf,7,1
A ces travaux s’ajouteront le lancement des chantiers indispensables pour créer la base des réformes nécessaires à notre pays : un audit des comptes de la Nation pour connaître la réalité précise des finances publiques et d’autre part plusieurs consultations avec les corps intermédiaires.,finance,data/programme-rassemblement_national.pdf,7,0.8
"La phase de réforme commencera par le vote d’un premier budget : si évidemment, les priorités de ce budget prendront en compte les résultats de l’audit des comptes de la Nation, il contiendra de nombreuses mesures fiscales ou financières qui s’inscrivent dans le projet présenté aux Français lors des élections présidentielles et européennes.",finance,data/programme-rassemblement_national.pdf,7,1
"Le gouvernement, en étroite liaison avec la majorité parlementaire, s’attaquera aux grande réformes nécessaires au redressement de notre pays.",économie,data/programme-rassemblement_national.pdf,7,0.7
"De très nombreux textes sont d’ores et déjà prêts. Les autres s’élaboreront au fil des concertations et d’un travail parlementaire libre pour lequel le pluralisme sera recherché, en dehors de tout esprit partisan, souvent réducteur et stérile.",justice,data/programme-rassemblement_national.pdf,7,0.6
"La première phase viendra répondre à l’urgence sociale et sécuritaire : ces mesures interviendront dès l’élection d’une part avec la désignation d’un gouvernement et d’autre part dans le cadre d’une session extraordinaire ; ces textes seront adoptés par le parlement ou mis en œuvre par voie règlementaire jusqu’à l’automne, date de la discussion budgétaire.",sécurité,data/programme-rassemblement_national.pdf,8,1
"La seconde phase comprendra le débat budgétaire proprement dit qui intégrera notamment toute l’articulation fiscale puis, dans la foulée de ce vote annuel, une construction législative permettant de mettre en œuvre les réformes de fond.",finance,data/programme-rassemblement_national.pdf,8,1
"Les mesures d’urgence concerneront les trois domaines que les électeurs ont jugés prioritaires. Ils se déploieront principalement par le biais de trois textes législatifs, textes d’urgence sur la qualité de vie (pouvoir d’achat et santé), la sécurité et l’immigration.",sécurité,data/programme-rassemblement_national.pdf,8,1
A ces travaux s’ajouteront le lancement des chantiers indispensables pour créer la base des réformes nécessaires à notre pays : un audit des comptes de la Nation pour connaître la réalité précise des finances publiques et d’autre part plusieurs consultations avec les corps intermédiaires.,finance,data/programme-rassemblement_national.pdf,8,1
"La phase de réforme commencera par le vote d’un premier budget : si évidemment, les priorités de ce budget prendront en compte les résultats de l’audit des comptes de la Nation, il contiendra de nombreuses mesures fiscales ou financières qui s’inscrivent dans le projet présenté aux Français lors des élections présidentielles et européennes.",finance,data/programme-rassemblement_national.pdf,8,1
"Le gouvernement, en étroite liaison avec la majorité parlementaire, s’attaquera aux grande réformes nécessaires au redressement de notre pays.",économie,data/programme-rassemblement_national.pdf,8,0.8
"De très nombreux textes sont d’ores et déjà prêts. Les autres s’élaboreront au fil des concertations et d’un travail parlementaire libre pour lequel le pluralisme sera recherché, en dehors de tout esprit partisan, souvent réducteur et stérile.",justice,data/programme-rassemblement_national.pdf,8,0.7
"La première phase viendra répondre à l’urgence sociale et sécuritaire : ces mesures interviendront dès l’élection d’une part avec la désignation d’un gouvernement et d’autre part dans le cadre d’une session extraordinaire ; ces textes seront adoptés par le parlement ou mis en œuvre par voie règlementaire jusqu’à l’automne, date de la discussion budgétaire.",sécurité,data/programme-rassemblement_national.pdf,9,1
"La seconde phase comprendra le débat budgétaire proprement dit qui intégrera notamment toute l’articulation fiscale puis, dans la foulée de ce vote annuel, une construction législative permettant de mettre en œuvre les réformes de fond.",finance,data/programme-rassemblement_national.pdf,9,0.8
"Les mesures d’urgence concerneront les trois domaines que les électeurs ont jugés prioritaires. Ils se déploieront principalement par le biais de trois textes législatifs, textes d’urgence sur la qualité de vie (pouvoir d’achat et santé), la sécurité et l’immigration.",sécurité,data/programme-rassemblement_national.pdf,9,0.9
A ces travaux s’ajouteront le lancement des chantiers indispensables pour créer la base des réformes nécessaires à notre pays : un audit des comptes de la Nation pour connaître la réalité précise des finances publiques et d’autre part plusieurs consultations avec les corps intermédiaires.,finance,data/programme-rassemblement_national.pdf,9,0.9
"La phase de réforme commencera par le vote d’un premier budget : si évidemment, les priorités de ce budget prendront en compte les résultats de l’audit des comptes de la Nation, il contiendra de nombreuses mesures fiscales ou financières qui s’inscrivent dans le projet présenté aux Français lors des élections présidentielles et européennes.",finance,data/programme-rassemblement_national.pdf,9,1
"Le gouvernement, en étroite liaison avec la majorité parlementaire, s’attaquera aux grande réformes nécessaires au redressement de notre pays.",économie,data/programme-rassemblement_national.pdf,9,0.7
"De très nombreux textes sont d’ores et déjà prêts. Les autres s’élaboreront au fil des concertations et d’un travail parlementaire libre pour lequel le pluralisme sera recherché, en dehors de tout esprit partisan, souvent réducteur et stérile.",justice,data/programme-rassemblement_national.pdf,9,0.8
"La première phase viendra répondre à l’urgence sociale et sécuritaire : ces mesures interviendront dès l’élection d’une part avec la désignation d’un gouvernement et d’autre part dans le cadre d’une session extraordinaire ; ces textes seront adoptés par le parlement ou mis en œuvre par voie règlementaire jusqu’à l’automne, date de la discussion budgétaire.",sécurité,data/programme-rassemblement_national.pdf,10,0.8
"La seconde phase comprendra le débat budgétaire proprement dit qui intégrera notamment toute l’articulation fiscale puis, dans la foulée de ce vote annuel, une construction législative permettant de mettre en œuvre les réformes de fond.",finance,data/programme-rassemblement_national.pdf,10,0.7
"Les mesures d’urgence concerneront les trois domaines que les électeurs ont jugés prioritaires. Ils se déploieront principalement par le biais de trois textes législatifs, textes d’urgence sur la qualité de vie (pouvoir d’achat et santé), la sécurité et l’immigration.",santé,data/programme-rassemblement_national.pdf,10,0.9
A ces travaux s’ajouteront le lancement des chantiers indispensables pour créer la base des réformes nécessaires à notre pays : un audit des comptes de la Nation pour connaître la réalité précise des finances publiques et d’autre part plusieurs consultations avec les corps intermédiaires.,finance,data/programme-rassemblement_national.pdf,10,0.8
"La phase de réforme commencera par le vote d’un premier budget : si évidemment, les priorités de ce budget prendront en compte les résultats de l’audit des comptes de la Nation, il contiendra de nombreuses mesures fiscales ou financières qui s’inscrivent dans le projet présenté aux Français lors des élections présidentielles et européennes.",finance,data/programme-rassemblement_national.pdf,10,0.9
"Le gouvernement, en étroite liaison avec la majorité parlementaire, s’attaquera aux grande réformes nécessaires au redressement de notre pays.",économie,data/programme-rassemblement_national.pdf,10,0.7
"De très nombreux textes sont d’ores et déjà prêts. Les autres s’élaboreront au fil des concertations et d’un travail parlementaire libre pour lequel le pluralisme sera recherché, en dehors de tout esprit partisan, souvent réducteur et stérile.",justice,data/programme-rassemblement_national.pdf,10,0.6
"La première phase viendra répondre à l’urgence sociale et sécuritaire : ces mesures interviendront dès l’élection d’une part avec la désignation d’un gouvernement et d’autre part dans le cadre d’une session extraordinaire ; ces textes seront adoptés par le parlement ou mis en œuvre par voie règlementaire jusqu’à l’automne, date de la discussion budgétaire.",sécurité,data/programme-rassemblement_national.pdf,11,0.8
"La seconde phase comprendra le débat budgétaire proprement dit qui intégrera notamment toute l’articulation fiscale puis, dans la foulée de ce vote annuel, une construction législative permettant de mettre en œuvre les réformes de fond.",finance,data/programme-rassemblement_national.pdf,11,0.7
"Les mesures d’urgence concerneront les trois domaines que les électeurs ont jugés prioritaires. Ils se déploieront principalement par le biais de trois textes législatifs, textes d’urgence sur la qualité de vie (pouvoir d’achat et santé), la sécurité et l’immigration.",santé,data/programme-rassemblement_national.pdf,11,0.9
A ces travaux s’ajouteront le lancement des chantiers indispensables pour créer la base des réformes nécessaires à notre pays : un audit des comptes de la Nation pour connaître la réalité précise des finances publiques et d’autre part plusieurs consultations avec les corps intermédiaires.,finance,data/programme-rassemblement_national.pdf,11,0.8
"La phase de réforme commencera par le vote d’un premier budget : si évidemment, les priorités de ce budget prendront en compte les résultats de l’audit des comptes de la Nation, il contiendra de nombreuses mesures fiscales ou financières qui s’inscrivent dans le projet présenté aux Français lors des élections présidentielles et européennes.",finance,data/programme-rassemblement_national.pdf,11,0.9
"Le gouvernement, en étroite liaison avec la majorité parlementaire, s’attaquera aux grande réformes nécessaires au redressement de notre pays.",économie,data/programme-rassemblement_national.pdf,11,0.7
"De très nombreux textes sont d’ores et déjà prêts. Les autres s’élaboreront au fil des concertations et d’un travail parlementaire libre pour lequel le pluralisme sera recherché, en dehors de tout esprit partisan, souvent réducteur et stérile.",justice,data/programme-rassemblement_national.pdf,11,0.6
"La première phase viendra répondre à l’urgence sociale et sécuritaire : ces mesures interviendront dès l’élection d’une part avec la désignation d’un gouvernement et d’autre part dans le cadre d’une session extraordinaire ; ces textes seront adoptés par le parlement ou mis en œuvre par voie règlementaire jusqu’à l’automne, date de la discussion budgétaire.",sécurité,data/Programme-nouveau_front_populaire.pdf,0,0.8
"La seconde phase comprendra le débat budgétaire proprement dit qui intégrera notamment toute l’articulation fiscale puis, dans la foulée de ce vote annuel, une construction législative permettant de mettre en œuvre les réformes de fond.",finance,data/Programme-nouveau_front_populaire.pdf,0,0.9
"Les mesures d’urgence concerneront les trois domaines que les électeurs ont jugés prioritaires. Ils se déploieront principalement par le biais de trois textes législatifs, textes d’urgence sur la qualité de vie (pouvoir d’achat et santé), la sécurité et l’immigration.",santé,data/Programme-nouveau_front_populaire.pdf,0,0.9
A ces travaux s’ajouteront le lancement des chantiers indispensables pour créer la base des réformes nécessaires à notre pays : un audit des comptes de la Nation pour connaître la réalité précise des finances publiques et d’autre part plusieurs consultations avec les corps intermédiaires.,finance,data/Programme-nouveau_front_populaire.pdf,0,0.8
"La phase de réforme commencera par le vote d’un premier budget : si évidemment, les priorités de ce budget prendront en compte les résultats de l’audit des comptes de la Nation, il contiendra de nombreuses mesures fiscales ou financières qui s’inscrivent dans le projet présenté aux Français lors des élections présidentielles et européennes.",finance,data/Programme-nouveau_front_populaire.pdf,0,0.9
"Le gouvernement, en étroite liaison avec la majorité parlementaire, s’attaquera aux grande réformes nécessaires au redressement de notre pays.",économie,data/Programme-nouveau_front_populaire.pdf,0,0.7
"De très nombreux textes sont d’ores et déjà prêts. Les autres s’élaboreront au fil des concertations et d’un travail parlementaire libre pour lequel le pluralisme sera recherché, en dehors de tout esprit partisan, souvent réducteur et stérile.",justice,data/Programme-nouveau_front_populaire.pdf,0,0.6
"La première phase viendra répondre à l’urgence sociale et sécuritaire : ces mesures interviendront dès l’élection d’une part avec la désignation d’un gouvernement et d’autre part dans le cadre d’une session extraordinaire ; ces textes seront adoptés par le parlement ou mis en œuvre par voie règlementaire jusqu’à l’automne, date de la discussion budgétaire.",sécurité,data/Programme-nouveau_front_populaire.pdf,1,1
"La seconde phase comprendra le débat budgétaire proprement dit qui intégrera notamment toute l’articulation fiscale puis, dans la foulée de ce vote annuel, une construction législative permettant de mettre en œuvre les réformes de fond.",finance,data/Programme-nouveau_front_populaire.pdf,1,1
"Les mesures d’urgence concerneront les trois domaines que les électeurs ont jugés prioritaires. Ils se déploieront principalement par le biais de trois textes législatifs, textes d’urgence sur la qualité de vie (pouvoir d’achat et santé), la sécurité et l’immigration.",santé,data/Programme-nouveau_front_populaire.pdf,1,1
A ces travaux s’ajouteront le lancement des chantiers indispensables pour créer la base des réformes nécessaires à notre pays : un audit des comptes de la Nation pour connaître la réalité précise des finances publiques et d’autre part plusieurs consultations avec les corps intermédiaires.,finance,data/Programme-nouveau_front_populaire.pdf,1,1
"La phase de réforme commencera par le vote d’un premier budget : si évidemment, les priorités de ce budget prendront en compte les résultats de l’audit des comptes de la Nation, il contiendra de nombreuses mesures fiscales ou financières qui s’inscrivent dans le projet présenté aux Français lors des élections présidentielles et européennes.",finance,data/Programme-nouveau_front_populaire.pdf,1,1
"Le gouvernement, en étroite liaison avec la majorité parlementaire, s’attaquera aux grande réformes nécessaires au redressement de notre pays.",économie,data/Programme-nouveau_front_populaire.pdf,1,0.8
"De très nombreux textes sont d’ores et déjà prêts. Les autres s’élaboreront au fil des concertations et d’un travail parlementaire libre pour lequel le pluralisme sera recherché, en dehors de tout esprit partisan, souvent réducteur et stérile.",justice,data/Programme-nouveau_front_populaire.pdf,1,0.7
"La première phase viendra répondre à l’urgence sociale et sécuritaire : ces mesures interviendront dès l’élection d’une part avec la désignation d’un gouvernement et d’autre part dans le cadre d’une session extraordinaire ; ces textes seront adoptés par le parlement ou mis en œuvre par voie règlementaire jusqu’à l’automne, date de la discussion budgétaire.",sécurité,data/Programme-nouveau_front_populaire.pdf,2,1
"La seconde phase comprendra le débat budgétaire proprement dit qui intégrera notamment toute l’articulation fiscale puis, dans la foulée de ce vote annuel, une construction législative permettant de mettre en œuvre les réformes de fond.",finance,data/Programme-nouveau_front_populaire.pdf,2,0.8
"Les mesures d’urgence concerneront les trois domaines que les électeurs ont jugés prioritaires. Ils se déploieront principalement par le biais de trois textes législatifs, textes d’urgence sur la qualité de vie (pouvoir d’achat et santé), la sécurité et l’immigration.",sécurité,data/Programme-nouveau_front_populaire.pdf,2,0.9
A ces travaux s’ajouteront le lancement des chantiers indispensables pour créer la base des réformes nécessaires à notre pays : un audit des comptes de la Nation pour connaître la réalité précise des finances publiques et d’autre part plusieurs consultations avec les corps intermédiaires.,finance,data/Programme-nouveau_front_populaire.pdf,2,0.9
"La phase de réforme commencera par le vote d’un premier budget : si évidemment, les priorités de ce budget prendront en compte les résultats de l’audit des comptes de la Nation, il contiendra de nombreuses mesures fiscales ou financières qui s’inscrivent dans le projet présenté aux Français lors des élections présidentielles et européennes.",finance,data/Programme-nouveau_front_populaire.pdf,2,1
"Le gouvernement, en étroite liaison avec la majorité parlementaire, s’attaquera aux grande réformes nécessaires au redressement de notre pays.",économie,data/Programme-nouveau_front_populaire.pdf,2,0.7
"De très nombreux textes sont d’ores et déjà prêts. Les autres s’élaboreront au fil des concertations et d’un travail parlementaire libre pour lequel le pluralisme sera recherché, en dehors de tout esprit partisan, souvent réducteur et stérile.",justice,data/Programme-nouveau_front_populaire.pdf,2,0.8
"La première phase viendra répondre à l’urgence sociale et sécuritaire : ces mesures interviendront dès l’élection d’une part avec la désignation d’un gouvernement et d’autre part dans le cadre d’une session extraordinaire ; ces textes seront adoptés par le parlement ou mis en œuvre par voie règlementaire jusqu’à l’automne, date de la discussion budgétaire.",sécurité,data/Programme-nouveau_front_populaire.pdf,3,1
"La seconde phase comprendra le débat budgétaire proprement dit qui intégrera notamment toute l’articulation fiscale puis, dans la foulée de ce vote annuel, une construction législative permettant de mettre en œuvre les réformes de fond.",finance,data/Programme-nouveau_front_populaire.pdf,3,1
